ISO3;Region;SubRegion;Country/Territory;SourceType;Year;DrugGroup;DrugSubGroup;DrugName;quantity;unit;KgEquivalent;Comment
EGY;Africa;North Africa;Egypt;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis seed;Cannabis seed;2830,000;Kilogram;2830,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;Cocaine-type;Cocaine;Cocaine;25,000;Kilogram;25,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;Hallucinogens;LSD;LSD;516,000;Stamp;0,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (“Spice”);171,000;Kilogram;171,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (“Spice”);657,000;Kilogram;657,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;Opioids;Heroin;Heroin;3194,000;Kilogram;3194,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;Opioids;Other illicit opiates;Opiates;319,000;Acres;0,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;Opioids;Opium;Opium;188,000;Kilogram;188,000;
EGY;Africa;North Africa;Egypt;ARQ;2019;Opioids;Pharmaceutical opioids;Tramadol;11929435,000;Tablet;596,470;
EGY;Africa;North Africa;Egypt;ARQ;2019;Sedatives and tranquillizers;Other sedatives and tranquillizers;Other sedatives and tranquillizers;3395,000;Tablet;0,030;
EGY;Africa;North Africa;Egypt;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;3974,000;Tablet;1,080;
EGY;Africa;North Africa;Egypt;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);1,000;Kilogram;1,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";6671246,000;Tablet;1667,810;
EGY;Africa;North Africa;Egypt;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;148,000;Cc;0,150;
EGY;Africa;North Africa;Egypt;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);242566,000;Kilogram;242566,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);148,000;Kilogram;148,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;290,000;Acres;0,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);30090,000;Kilogram;30090,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis seed;Cannabis seed;294,000;Kilogram;294,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Cocaine-type;Cocaine;Cocaine;14,000;Kilogram;14,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Hallucinogens;LSD;LSD;292,000;Stamp;0,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Heroin;Heroin;856,000;Kilogram;856,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Heroin;Heroin;27,000;Cc;0,030;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Other illicit opiates;Opiates;186,000;Kilogram;186,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Opium;Opium;129,000;Kilogram;129,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Opium;Opium;29,000;Cc;0,030;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Pharmaceutical opioids;Buprenorphine;3610,000;Tablet;0,180;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Pharmaceutical opioids;Tramadol;300,000;Kilogram;300,000;
EGY;Africa;North Africa;Egypt;ARQ;2017;Opioids;Pharmaceutical opioids;Tramadol;236271762,000;Tablet;11813,590;
EGY;Africa;North Africa;Egypt;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;20740,000;Tablet;5,620;
EGY;Africa;North Africa;Egypt;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);350,000;Gram;0,350;
EGY;Africa;North Africa;Egypt;HONLAF;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";24446900,000;Tablet;6111,730;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);200849,000;Kilogram;200849,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;13,000;Kilogram;13,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;64,000;Kilogram;64,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);29236,000;Kilogram;29236,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis seed;Cannabis seed;210,000;Kilogram;210,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;577,000;Kilogram;577,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Cocaine-type;Cocaine;Cocaine;26,000;Kilogram;26,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Hallucinogens;Other Hallucinogens;Other Hallucinogens;105,000;Gram;0,110;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Heroin;Heroin;816,000;Kilogram;816,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Heroin;Opium;34,000;Millilitre;0,030;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Other illicit opiates;Opiates;400,000;Unit;0,040;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Opium;Opium;167,000;Kilogram;167,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Opium;Opium;54,000;Millilitre;0,050;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Other illicit opioids;Other illicit opioids;43,000;Kilogram;43,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Pharmaceutical opioids;Buprenorphine;157,000;Unit;0,010;
EGY;Africa;North Africa;Egypt;ARQ;2016;Opioids;Pharmaceutical opioids;Tramadol;252831802,000;Tablet;12641,590;
EGY;Africa;North Africa;Egypt;ARQ;2016;Sedatives and tranquillizers;Other sedatives and tranquillizers;Other sedatives and tranquillizers;6000,000;Bag;0,000;
EGY;Africa;North Africa;Egypt;ARQ;2016;Sedatives and tranquillizers;Other sedatives and tranquillizers;Other sedatives and tranquillizers;4,000;Unit;0,000;
ARG;Americas;South America;Argentina;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;12832,000;Units;0,000;Cigarrillos de cannabis
ARG;Americas;South America;Argentina;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;60879,000;Units;0,000;Cogollos / Flores
ARG;Americas;South America;Argentina;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;542,000;Units;0,000;Crema de cannabis
ARG;Americas;South America;Argentina;ARQ;2020;Cocaine-type;Cocaine;"""Crack"" cocaine";0,003;Kilograms;0,003;
ARG;Americas;South America;Argentina;ARQ;2020;Cocaine-type;Cocaine;Cocaine hydrochloride;56,206;Litres;56,206;Cocaína (Pasta, base y sales)
ARG;Americas;South America;Argentina;ARQ;2020;Cocaine-type;Cocaine;Cocaine hydrochloride;5508,420;Kilograms;5508,420;Cocaína (Pasta, base y sales)
ARG;Americas;South America;Argentina;ARQ;2020;Cocaine-type;Cocaine;Cocaine hydrochloride;101,000;Tablets;0,010;Cocaína (Pasta, base y sales)
MAR;Africa;North Africa;Morocco;OC2021;2019;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;1034385,000;Unit;280,320;
MAR;Africa;North Africa;Morocco;OC2021;2019;Any other drugs/substances;;;13137,000;Unit;0,130;
MAR;Africa;North Africa;Morocco;OC2021;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);295,880;Ton;295879,000;
MAR;Africa;North Africa;Morocco;OC2021;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);320,930;Ton;320926,000;
MAR;Africa;North Africa;Morocco;OC2021;2019;Cocaine-type;Cocaine;Cocaine;1462,460;Kilogram;1462,460;
MAR;Africa;North Africa;Morocco;OC2021;2019;Opioids;Heroin;Heroin;7,220;Kilogram;7,220;
MAR;Africa;North Africa;Morocco;OC2021;2019;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;469500,000;Unit;4,690;
MAR;Africa;North Africa;Morocco;OC2021;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;1079415,000;Unit;292,520;
MAR;Africa;North Africa;Morocco;OC2021;2018;Any other drugs/substances;;;3823,000;Unit;0,040;
MAR;Africa;North Africa;Morocco;OC2021;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);261,660;Ton;261659,000;
MAR;Africa;North Africa;Morocco;OC2021;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);71,870;Ton;71867,000;
MAR;Africa;North Africa;Morocco;OC2021;2018;Cocaine-type;Cocaine;Cocaine;1691,000;Kilogram;1691,000;
MAR;Africa;North Africa;Morocco;OC2021;2018;Opioids;Heroin;Heroin;3,630;Kilogram;3,630;
MAR;Africa;North Africa;Morocco;OC2021;2018;Opioids;Pharmaceutical opioids;Tramadol;45000003,000;Unit;2250,000;
MAR;Africa;North Africa;Morocco;OC2021;2018;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;287660,000;Unit;2,880;
MAR;Africa;North Africa;Morocco;OC2021;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;549966,000;Unit;149,040;
MAR;Africa;North Africa;Morocco;OC2021;2017;Any other drugs/substances;;;900,000;Unit;0,010;
MAR;Africa;North Africa;Morocco;OC2021;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);283,230;Ton;283228,000;
MAR;Africa;North Africa;Morocco;OC2021;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);117,200;Ton;117198,000;
MAR;Africa;North Africa;Morocco;OC2021;2017;Cocaine-type;Cocaine;Cocaine;2805,000;Kilogram;2805,000;
MAR;Africa;North Africa;Morocco;OC2021;2017;Opioids;Heroin;Heroin;11,480;Kilogram;11,480;
MAR;Africa;North Africa;Morocco;OC2021;2017;Opioids;Pharmaceutical opioids;Tramadol;39852000,000;Unit;1992,600;
MAR;Africa;North Africa;Morocco;OC2021;2017;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;342216,000;Unit;3,420;
MAR;Africa;North Africa;Morocco;OC2021;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;481691,000;Unit;130,540;
MAR;Africa;North Africa;Morocco;OC2021;2016;Any other drugs/substances;;;3950,000;Unit;0,040;
MAR;Africa;North Africa;Morocco;OC2021;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);296,040;Ton;296039,000;
MAR;Africa;North Africa;Morocco;OC2021;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);236,860;Ton;236860,000;
MAR;Africa;North Africa;Morocco;OC2021;2016;Cocaine-type;Cocaine;Cocaine;1588,000;Kilogram;1588,000;
MAR;Africa;North Africa;Morocco;OC2021;2016;Opioids;Heroin;Heroin;15,700;Kilogram;15,700;
MAR;Africa;North Africa;Morocco;OC2021;2016;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;823327,000;Unit;8,230;
SDN;Africa;North Africa;Sudan;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Non-specified amphetamine-type stimulants;75780,000;Unit;18,950;
SDN;Africa;North Africa;Sudan;ARQ;2018;Any other drugs/substances;;;9923608,000;Unit;0,000;
SDN;Africa;North Africa;Sudan;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);204702,000;Kilogram;204702,000;
SDN;Africa;North Africa;Sudan;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;250,000;Kilogram;250,000;
SDN;Africa;North Africa;Sudan;ARQ;2018;Cocaine-type;Cocaine;Cocaine;1,430;Kilogram;1,430;
SDN;Africa;North Africa;Sudan;ARQ;2018;Opioids;Heroin;Heroin;1300,000;Kilogram;1300,000;
SDN;Africa;North Africa;Sudan;ARQ;2018;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Non-specified sedatives and tranquillizers;1378113,000;Unit;13,780;
SDN;Africa;North Africa;Sudan;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;311107,000;Tablet;77,780;
SDN;Africa;North Africa;Sudan;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;800,000;Unit;0,200;
SDN;Africa;North Africa;Sudan;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);45035,000;Kilogram;45035,000;
SDN;Africa;North Africa;Sudan;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;205000,000;Kilogram;205000,000;
SDN;Africa;North Africa;Sudan;HONLAF;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);3,500;Ton;3500,000;
SDN;Africa;North Africa;Sudan;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis seed;Cannabis seed;3000,000;Kilogram;3000,000;
SDN;Africa;North Africa;Sudan;ARQ;2017;Cocaine-type;Cocaine;Cocaine;6,100;Kilogram;6,100;
SDN;Africa;North Africa;Sudan;HONLAF;2017;NPS;Plant-based NPS;Khat;2570,000;Kilogram;2570,000;
SDN;Africa;North Africa;Sudan;HONLAF;2017;Opioids;Heroin;Heroin;47,000;Kilogram;47,000;
SDN;Africa;North Africa;Sudan;ARQ;2017;Opioids;Pharmaceutical opioids;Tramadol;1139571,000;Tablet;56,980;
SDN;Africa;North Africa;Sudan;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";1760696,000;Tablet;440,170;
SDN;Africa;North Africa;Sudan;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);45000,000;Kilogram;45000,000;
SDN;Africa;North Africa;Sudan;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Other types of cannabis;Other types of cannabis;13907,000;Kilogram;13907,000;
SDN;Africa;North Africa;Sudan;ARQ;2016;Cocaine-type;Cocaine;Cocaine;9,600;Kilogram;9,600;
SDN;Africa;North Africa;Sudan;ARQ;2016;NPS;Plant-based NPS;Khat;10880,000;Kilogram;10880,000;
SDN;Africa;North Africa;Sudan;ARQ;2016;NPS;;Other drugs/substances;22967,000;Tablet;0,230;
SDN;Africa;North Africa;Sudan;ARQ;2016;Opioids;Pharmaceutical opioids;Tramadol;662464,000;Tablet;33,120;
TUN;Africa;North Africa;Tunisia;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;175405,000;Tablet;47,530;
TUN;Africa;North Africa;Tunisia;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);2042,430;Kilogram;2042,430;
TUN;Africa;North Africa;Tunisia;ARQ;2019;Cocaine-type;Cocaine;Cocaine;9,310;Kilogram;9,310;
TUN;Africa;North Africa;Tunisia;ARQ;2019;Opioids;Heroin;Heroin;813,130;Gram;0,810;
TUN;Africa;North Africa;Tunisia;ARQ;2019;Opioids;Pharmaceutical opioids;Buprenorphine;20410,000;Tablet;1,020;
TUN;Africa;North Africa;Tunisia;ARQ;2019;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;315819,000;Tablet;3,160;
TUN;Africa;North Africa;Tunisia;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;7722,000;Unit;2,090;
TUN;Africa;North Africa;Tunisia;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);376,280;Kilogram;376,280;
TUN;Africa;North Africa;Tunisia;OC2020;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);779,000;Kilogram;779,000;
TUN;Africa;North Africa;Tunisia;OC2020;2018;Cocaine-type;Cocaine;Cocaine;9,000;Kilogram;9,000;
TUN;Africa;North Africa;Tunisia;OC2020;2018;Opioids;Heroin;Heroin;1,300;Kilogram;1,300;
TUN;Africa;North Africa;Tunisia;ARQ;2018;Opioids;Other illicit opioids;Other illicit opioids;2318,000;Unit;0,060;
TUN;Africa;North Africa;Tunisia;OC2020;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);759,000;Kilogram;759,000;
TUN;Africa;North Africa;Tunisia;OC2020;2017;Cocaine-type;Cocaine;Cocaine;70,000;Kilogram;70,000;
TUN;Africa;North Africa;Tunisia;OC2020;2017;Opioids;Heroin;Heroin;1,400;Kilogram;1,400;
TUN;Africa;North Africa;Tunisia;ARQ;2017;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Non-specified sedatives and tranquillizers;91347,000;Tablet;0,910;
TUN;Africa;North Africa;Tunisia;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;4020,000;Tablet;1,090;
TUN;Africa;North Africa;Tunisia;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);283,000;Gram;0,280;
TUN;Africa;North Africa;Tunisia;OC2020;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);34,000;Kilogram;34,000;
TUN;Africa;North Africa;Tunisia;OC2020;2016;Cocaine-type;Cocaine;Cocaine;36,000;Kilogram;36,000;
TUN;Africa;North Africa;Tunisia;ARQ;2016;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;1,230;Gram;0,000;
TUN;Africa;North Africa;Tunisia;OC2020;2016;Opioids;Heroin;Heroin;270,000;Gram;0,270;
TUN;Africa;North Africa;Tunisia;ARQ;2016;Opioids;Pharmaceutical opioids;Buprenorphine;30654,000;Tablet;1,530;
AGO;Africa;Southern Africa;Angola;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Non-specified amphetamine-type stimulants;412160,000;Gram;412,160;
AGO;Africa;Southern Africa;Angola;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);15084757,000;Leaf;7542,380;
AGO;Africa;Southern Africa;Angola;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;66578,000;Plants;6657,800;
AGO;Africa;Southern Africa;Angola;ARQ;2018;Cocaine-type;Cocaine;Cocaine;615,000;Gram;0,620;
AGO;Africa;Southern Africa;Angola;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);199799,160;Gram;199,800;
AGO;Africa;Southern Africa;Angola;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;20266,000;Plants;2026,600;
AGO;Africa;Southern Africa;Angola;ARQ;2017;Cocaine-type;Cocaine;Cocaine;527,400;Gram;0,530;
AGO;Africa;Southern Africa;Angola;ARQ;2017;Cocaine-type;Cocaine;Cocaine;152,970;Gram;0,150;
AGO;Africa;Southern Africa;Angola;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);9749,000;Gram;9,750;
AGO;Africa;Southern Africa;Angola;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;1859,000;Plants;185,900;
